1,73, High school graduate, Widowed, Female, Nonfiler,20401.08,2596.41 Not in universe, United-States, Native- Born in the United States,0
1022,46, High school graduate, Married-civilian spouse present, Male, Joint both under 65,20530.44,2152.07 Not in universe, United-States, Native- Born in the United States,52
1023,19, High school graduate, Married-civilian spouse present, Female, Joint both under 65,42473.64,5443.55 Not in universe, United-States, Native- Born in the United States,36
1024,20, High school graduate, Never married, Female, Single,12329.52,1385.68 Not in universe, United-States, Native- Born in the United States,52
1025,33, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,27922.44,3260.87 Not in universe, United-States, Native- Born in the United States,52
1026,26, High school graduate, Married-civilian spouse present, Male, Joint both under 65,11405.40,1140.54 Not in universe, United-States, Native- Born in the United States,35
1027,38, High school graduate, Married-civilian spouse present, Female, Joint both under 65,7657.08,765.71 Not in universe, United-States, Native- Born in the United States,52
1028,40, High school graduate, Married-civilian spouse present, Male, Joint both under 65,37289.88,4665.98 Not in universe, United-States, Native- Born in the United States,52
1029,48, High school graduate, Married-civilian spouse present, Male, Joint both under 65,12929.16,1292.92 Not in universe, United-States, Native- Born in the United States,30
1030,30, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,23953.32,2665.50 Not in universe, United-States, Native- Born in the United States,52
1031,51, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Male, Joint both under 65,19654.80,2020.72 Not in universe, United-States, Native- Born in the United States,52
1032,29, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,10362.72,1036.27 Not in universe, United-States, Native- Born in the United States,52
1033,31, Doctorate degree(PhD EdD), Married-spouse absent, Female, Single,19929.72,2525.71 Not in universe, India, Foreign born- Not a citizen of U S ,46
1034,40, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Female, Joint both under 65,14707.92,1470.79 Not in universe, United-States, Native- Born in the United States,48
1035,54, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,44715.48,5779.82 Not in universe, United-States, Native- Born in the United States,50
1036,38, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,19828.68,2046.80 Not in universe, United-States, Native- Born in the United States,52
1037,38, High school graduate, Separated, Female, Head of household,26854.08,3365.61 Not in universe, United-States, Native- Born in the United States,36
1038,32, Some college but no degree, Never married, Female, Single,61331.04,11104.01 Not in universe, United-States, Native- Born in the United States,52
1039,61, Some college but no degree, Never married, Male, Single,6000.36,600.04 Not in universe, United-States, Native- Born in the United States,52
1040,48, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,14574.84,1457.48 Not in universe, United-States, Native- Born in the United States,52
1041,67, High school graduate, Married-civilian spouse present, Female, Joint both 65+,24900.00,2807.50 Not in universe, United-States, Native- Born in the United States,0
1042,87, 5th or 6th grade, Never married, Male, Single,20945.64,2678.10 Not in universe, United-States, Native- Born in the United States,0
1043,23, Bachelors degree(BA AB BS), Never married, Female, Single,14174.16,1662.37 Not in universe, United-States, Native- Born in the United States,6
1044,37, Associates degree-occup /vocational, Married-civilian spouse present, Male, Joint both under 65,23497.32,2597.10 Not in universe, Poland, Foreign born- U S citizen by naturalization,52
1045,29, Bachelors degree(BA AB BS), Never married, Male, Single,26414.16,3498.37 Not in universe, United-States, Native- Born in the United States,52
1046,60, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,12310.08,1231.01 Not in universe, United-States, Native- Born in the United States,52
1047,73, High school graduate, Married-civilian spouse present, Female, Nonfiler,102715.68,21797.14 Not in universe, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,0
1048,61, 10th grade, Married-civilian spouse present, Male, Nonfiler,11946.72,1328.26 Not in universe, United-States, Native- Born in the United States,0
1049,16, 10th grade, Never married, Male, Nonfiler,18061.92,2245.54 Mother only present, United-States, Native- Born in the United States,12
1050,37, High school graduate, Married-civilian spouse present, Male, Joint both under 65,13139.16,1313.92 Not in universe, United-States, Native- Born in the United States,52
1051,38, Prof school degree (MD DDS DVM LLB JD), Married-civilian spouse present, Female, Joint both under 65,3437.64,343.76 Not in universe, United-States, Native- Born in the United States,40
1052,27, Some college but no degree, Never married, Female, Head of household,17432.76,1952.41 Not in universe, United-States, Native- Born in the United States,40
1053,44, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,8851.08,885.11 Not in universe, United-States, Native- Born in the United States,52
1054,20, Some college but no degree, Never married, Male, Nonfiler,27993.84,3735.33 Not in universe, United-States, Native- Born in the United States,0
1055,47, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,11669.40,1166.94 Not in universe, Haiti, Foreign born- Not a citizen of U S ,0
1056,29, High school graduate, Married-civilian spouse present, Male, Joint both under 65,28438.68,3338.30 Not in universe, United-States, Native- Born in the United States,52
1057,42, 10th grade, Divorced, Male, Single,17638.32,2182.00 Not in universe, United-States, Native- Born in the United States,36
1058,30, Associates degree-occup /vocational, Married-civilian spouse present, Female, Joint both under 65,14079.96,1408.00 Not in universe, Nicaragua, Foreign born- Not a citizen of U S ,0
1059,35, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,21756.36,2335.95 Not in universe, Cuba, Foreign born- U S citizen by naturalization,52
1060,55, 7th and 8th grade, Married-civilian spouse present, Male, Joint both under 65,16978.92,1697.89 Not in universe, United-States, Native- Born in the United States,0
1061,61, High school graduate, Never married, Female, Head of household,31897.20,4122.08 Not in universe, United-States, Native- Born in the United States,52
1062,41, High school graduate, Divorced, Male, Single,10908.96,1172.59 Not in universe, United-States, Native- Born in the United States,52
1063,73, Some college but no degree, Married-civilian spouse present, Male, Joint both 65+,17997.24,1799.72 Not in universe, Germany, Foreign born- U S citizen by naturalization,52
1064,36, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,21210.72,2254.11 Not in universe, United-States, Native- Born in the United States,32
1065,44, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,22737.60,2483.14 Not in universe, United-States, Native- Born in the United States,0
1066,15, 7th and 8th grade, Never married, Female, Nonfiler,42776.88,6465.47 Both parents present, United-States, Native- Born in the United States,0
1067,36, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,4290.72,429.07 Not in universe, United-States, Native- Born in the United States,52
1068,23, 10th grade, Married-civilian spouse present, Male, Joint both under 65,14184.96,1418.50 Not in universe, United-States, Native- Born in the United States,45
1069,15, 9th grade, Never married, Female, Nonfiler,22912.92,2973.19 Both parents present, United-States, Native- Born in the United States,0
1070,77, 11th grade, Widowed, Female, Nonfiler,13754.52,1599.43 Not in universe, Italy, Foreign born- U S citizen by naturalization,0
1071,36, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,13726.92,1372.69 Not in universe, United-States, Native- Born in the United States,52
1072,48, High school graduate, Divorced, Female, Head of household,12321.48,1232.15 Not in universe, United-States, Native- Born in the United States,52
1073,46, High school graduate, Divorced, Male, Head of household,19476.36,2258.95 Not in universe, United-States, Native- Born in the United States,52
1074,79, Less than 1st grade, Married-civilian spouse present, Male, Nonfiler,15224.16,1819.87 Not in universe, United-States, Native- Born in the United States,0
1075,18, Some college but no degree, Never married, Female, Nonfiler,10440.72,1102.36 Not in universe, United-States, Native- Born in the United States,16
1076,27, High school graduate, Never married, Male, Single,40330.68,5853.92 Not in universe, United-States, Native- Born in the United States,52
1077,26, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,45122.76,5840.91 Not in universe, United-States, Native- Born in the United States,52
1078,22, High school graduate, Married-civilian spouse present, Female, Joint both under 65,37268.40,4662.76 Not in universe, United-States, Native- Born in the United States,52
